Referencia;Descripción;Entradas;Salidas;Precio;Importe;Precio medio;Escalón de precio;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;20;44,69;893,80;34,01;1;04-M/15-00042;01/04-M/15-00047;18-02-2015;18:39:13;23-02-2015;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;1881
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;36;46,28;1666,08;34,89;1;04-M/15-00180;01/04-M/15-00239;20-08-2015;15:56:00;20-08-2015;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;2778
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;36;0;46,28;-1666,08;34,89;1;04-M/15-00198;01/04-M/15-00269;23-09-2015;10:55:07;23-09-2015;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;36;44,87;1615,32;34,89;1;04-M/15-00198;01/04-M/15-00269;23-09-2015;10:55:07;23-09-2015;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;43,85;438,50;35,10;1;04-M/17-00004;01/04-M/17-00006;10-01-2017;11:24:54;10-01-2017;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;4869
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;20;43,85;877,00;36,04;1;04-M/17-00085;01/04-M/17-00111;21-03-2017;11:38:45;21-03-2017;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;5292
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;15;46,90;703,50;35,17;1;04-M/17-00510;01/04-M/17-00608;20-12-2017;17:00:06;20-12-2017;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2017A42C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;6;46,90;281,40;34,26;1;04-M/18-00110;01/04-M/18-00133;22-02-2018;11:13:57;22-02-2018;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A324C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;12;46,90;562,80;33,69;1;04-M/18-00262;01/04-M/18-00310;30-04-2018;17:11:36;30-04-2018;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;45,30;453,00;33,97;1;04-M/18-00699;01/04-M/18-00761;4-10-2018;17:39:36;16-10-2018;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A1455C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;45,30;453,00;34,54;1;04-M/19-00030;01/04-M/19-00035;15-01-2019;9:58:29;15-01-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2018A1809C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;45,79;183,16;35,27;3;04-M/19-00546;01/04-M/19-00617;30-05-2019;13:55:07;30-05-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2019A727C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;37,95;151,80;35,27;3;04-M/19-00857;01/04-M/19-00947;28-08-2019;20:18:31;30-08-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;37,95;151,80;35,27;3;04-M/19-00989;01/04-M/19-01110;30-09-2019;10:14:21;30-09-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2019A902C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;2;39,95;79,90;35,27;3;04-M/19-01076;01/04-M/19-01215;22-10-2019;9:50:09;22-10-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2019A1544C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;5;39,95;199,75;35,27;3;04-M/19-01207;01/04-M/19-01360;25-11-2019;9:24:13;25-11-2019;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2019A1715C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;41,50;166,00;35,27;3;04-M/20-00075;01/04-M/20-00063;20-01-2020;17:05:39;21-01-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A9C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;41,50;166,00;32,07;3;04-M/20-00187;01/04-M/20-00179;7-02-2020;9:36:20;10-02-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;4;41,50;166,00;32,48;3;04-M/20-00444;01/04-M/20-00457;13-05-2020;12:47:54;13-05-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A545C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;41,50;415,00;32,48;3;04-M/20-00557;01/04-M/20-00591;19-06-2020;11:33:41;19-06-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A788C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;41,50;415,00;31,61;3;04-M/20-00901;01/04-M/20-00980;13-10-2020;9:26:05;13-10-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A1412C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;41,50;415,00;31,61;3;04-M/20-01144;01/04-M/20-01254;10-12-2020;9:37:50;10-12-2020;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2020A1748C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;46,48;464,80;31,48;3;04-M/21-00503;01/04-M/21-00558;12-05-2021;11:48:11;12-05-2021;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2021A708C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;46,48;464,80;31,48;3;04-M/21-00577;01/04-M/21-00645;9-06-2021;9:39:29;9-06-2021;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2021A664C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;5;49,25;246,25;33,78;3;04-M/22-00071;01/04-M/22-00084;8-02-2022;13:47:16;8-02-2022;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2022A69C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;6;51,43;308,58;36,09;3;04-M/22-00239;01/04-M/22-00275;18-04-2022;9:22:39;18-04-2022;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2022A498C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;5;51,43;257,15;36,09;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2022A498C
PH 9485;S.A.I. PHASAK  850 VA LCD  USB+RJ;0;10;57,12;571,20;40,08;3;04-M/22-00872;01/04-M/22-00986;16-12-2022;13:36:08;16-12-2022;18;;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;PED2022A1793C
PHC 2107;Rack mural 19" Phasak  7U  515x400 desmontado negro;0;4;52,88;211,52;32,11;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;FORM SH-7U;;8;NPVM;PED2021A1359C
PHC 2107;Rack mural 19" Phasak  7U  515x400 desmontado negro;0;2;46,26;92,52;32,11;3;04-M/21-00843;01/04-M/21-00940;29-10-2021;9:10:27;29-10-2021;18;;4;No;FORM SH-7U;;8;NPVM;PED2021A1495C
PHC 2107;Rack mural 19" Phasak  7U  515x400 desmontado negro;0;4;44,38;177,52;32,30;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;FORM SH-7U;;8;NPVM;PED2022A241C
PHC 2107;Armario rack mural 19" Phasak  7U  515x400 desmontado negro;0;2;46,04;92,08;32,14;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;FORM SH-7U;;8;NPVM;PED2022A1109C
PHC 2107;Armario rack mural 19" Phasak  7U  515x400 desmontado negro;0;4;46,04;184,16;32,14;3;04-M/23-00073;01/04-M/23-00092;27-01-2023;10:33:55;27-01-2023;18;;4;No;FORM SH-7U;;8;NPVM;PED2023A118C
PHC 2109;Rack mural Phasak  9U  515x400 desmontado negro;0;4;53,73;214,92;42,11;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;FORM SH-9U;;8;NPVM;PED2021A1359C
PHC 2109;Rack mural 19" Phasak  9U  515x400 desmontado negro;0;1;56,42;56,42;42,33;3;04-M/22-00034;01/04-M/22-00038;25-01-2022;9:45:36;25-01-2022;18;;4;No;FORM SH-9U;;8;NPVM;PED2021A1870C
PHC 2109;Rack mural 19" Phasak  9U  515x400 desmontado negro;0;4;58,17;232,68;42,33;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;FORM SH-9U;;8;NPVM;PED2022A241C
PHC 2109;Armario rack mural 19" Phasak  9U  515x400 desmontado negro;0;2;60,38;120,76;42,14;3;04-M/22-00493;01/04-M/22-00561;18-07-2022;16:08:58;18-07-2022;18;;4;No;FORM SH-9U;;8;NPVM;
PHC 2109;Armario rack mural 19" Phasak  9U  515x400 desmontado negro;0;4;60,38;241,52;42,14;3;04-M/23-00073;01/04-M/23-00092;27-01-2023;10:33:55;27-01-2023;18;;4;No;FORM SH-9U;;8;NPVM;PED2023A118C
PHC 2112;Rack mural Phasak  12U  515x400 desmontado negro;0;4;59,49;237,96;46,61;3;04-M/21-00779;01/04-M/21-00863;28-09-2021;8:28:48;28-09-2021;18;;4;No;FORM SH-12U;;8;NPVM;PED2021A1359C
PHC 2112;Rack mural 19" Phasak 12U  515x400 desmontado negro;0;1;64,35;64,35;46,83;3;04-M/22-00071;01/04-M/22-00084;8-02-2022;13:47:16;8-02-2022;18;;4;No;FORM SH-12U;;8;NPVM;PED2022A69C
PHC 2112;Rack mural 19" Phasak 12U  515x400 desmontado negro;0;1;64,35;64,35;46,83;3;04-M/22-00130;01/04-M/22-00148;1-03-2022;9:44:14;2-03-2022;18;;4;No;FORM SH-12U;;8;NPVM;PED2022A241C
PHC 2112;Rack mural 19" Phasak 12U  515x400 desmontado negro;0;1;64,35;64,35;46,83;3;04-M/22-00144;01/04-M/22-00173;9-03-2022;13:32:23;9-03-2022;18;;4;No;FORM SH-12U;;8;NPVM;PED2022A282C
PHC 2112;Armario rack mural 19" Phasak 12U  515x400 desmontado negro;0;2;66,83;133,66;44,17;3;04-M/22-00653;01/04-M/22-00740;28-09-2022;8:47:00;28-09-2022;18;;4;No;FORM SH-12U;;8;NPVM;PED2022A1109C
PHC 5082;Bandeja 1U telescópica para rack Phasak  800 negra;0;2;31,56;63,12;20,03;3;04-M/23-00031;01/04-M/23-00035;13-01-2023;13:35:20;13-01-2023;18;;4;No;F228HR;;8;NPVM;PED2023A2C
PHC 5092;Bandeja 1U telescopica para rack Phasak 1000 negra;0;1;38,35;38,35;27,99;3;04-M/22-00090;01/04-M/22-00113;15-02-2022;13:09:08;15-02-2022;18;;4;No;F2210HREK;;8;NPVM;PED2022A241C
PHC 5092;Bandeja 1U telescópica para rack Phasak 1000 negra;0;2;43,10;86,20;27,36;3;04-M/23-00031;01/04-M/23-00035;13-01-2023;13:35:20;13-01-2023;18;;4;No;F2210HREK;;8;NPVM;PED2023A2C
PHC 5210;Bandeja 1U fija para rack Phasak 1000 negra;0;2;20,08;40,16;14,64;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;F21610SREK;;8;NPVM;PED2022A435C
PHC 5644;Conjunto ventilación 4 coolers 1U negro;0;1;50,33;50,33;38,88;3;04-M/22-00670;01/04-M/22-00762;6-10-2022;10:28:50;6-10-2022;18;;4;No;F022F4;;8;NPVM;PED2022A1336C
PHC 5655;Conjunto ventilación 4 coolers y termostato digital 1U negro;0;1;74,05;74,05;50,11;3;04-M/22-00069;01/04-M/22-00082;8-02-2022;9:47:48;8-02-2022;18;;4;No;F024F4DT;;8;NPVM;PED2022A2907
PHC 6132;Armario rack 19" Phasak  32U 600x 1000 negro 2 bandejas, patas y regleta.;0;1;368,43;368,43;277,47;3;04-M/22-00281;01/04-M/22-00323;4-05-2022;16:56:52;5-05-2022;18;;4;No;FORM BETA-32U60100;;8;NPVM;PED2022A498C
PHC 8136;Armario rack 19" Phasak  36U 800x1000 negro 2 bandejas, patas y regleta.;0;1;452,31;452,31;329,67;3;04-M/22-00165;01/04-M/22-00199;21-03-2022;18:28:07;22-03-2022;18;;4;No;FORM BETA-36U80100;;8;NPVM;PED2022A435C
PHC 8142;Rack 19" Phasak  42U 800x1000 negro 2 bandejas, patas y regleta.;0;1;485,03;485,03;353,52;3;04-M/22-00068;01/04-M/22-00081;8-02-2022;9:37:04;8-02-2022;18;;4;No;FORM BETA-42U80100;;8;NPVM;PED2022A2907
PHC 9085;Kit  4 ruedas para rack, 2 con freno;0;1;23,25;23,25;13,25;3;04-M/22-00068;01/04-M/22-00081;8-02-2022;9:37:04;8-02-2022;18;;4;No;F041TKR;;8;NPVM;PED2022A2907
PHK 1650;Cable UTP Phasak Cat. 6  24AWG gris 0.50 m.;0;24;0,00;0,00;0,32;3;04-M/19-00419;01/04-M/19-00462;17-04-2019;11:46:12;17-04-2019;18;;4;No;68434;;8;NPVM;PED2019A7873
PHK 1650;Cable UTP Phasak Cat. 6  24AWG gris 0.50 m.;0;24;0,00;0,00;0,32;3;04-M/19-00452;01/04-M/19-00495;2-05-2019;11:47:40;3-05-2019;18;;4;No;68434;;8;NPVM;PED2019A727C
PHO 2106;Rack mural Phasak Pro  6U  600x450 negro;0;2;65,92;131,84;44,62;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6406;;8;NPVM;PED2021A152C
PHO 2106;Rack mural Phasak Pro  6U  600x450 negro;0;6;65,92;395,52;46,06;3;04-M/21-00356;01/04-M/20-01286;15-12-2020;17:23:19;30-03-2021;18;;4;No;AWMS-6406;;8;NPVM;PED2020A1825C
PHO 2109;Rack mural Phasak Pro  9U  600x450 negro;0;2;67,62;135,24;46,73;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6409;;8;NPVM;PED2021A152C
PHO 2109;Rack mural Phasak Pro  9U  600x450 negro;0;2;67,62;135,24;48,08;3;04-M/21-00369;01/04-M/21-00411;5-04-2021;12:04:42;5-04-2021;18;;4;No;AWMS-6409;;8;NPVM;PED2021A510C
PHO 2109;Rack mural Phasak Pro  9U  600x450 negro;0;2;67,62;135,24;48,08;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;AWMS-6409;;8;NPVM;PED2021A544C
PHO 2109;Rack mural Phasak Pro  9U  600x450 negro;0;2;67,62;135,24;48,08;3;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;4;No;AWMS-6409;;8;NPVM;PED2021A664C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;2;76,75;153,50;52,24;3;04-M/21-00086;01/04-M/21-00082;22-01-2021;17:17:59;22-01-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A122C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;2;76,75;153,50;52,24;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A199C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;2;76,75;153,50;52,24;3;04-M/21-00317;01/04-M/21-00359;17-03-2021;17:00:44;17-03-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A383C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;1;76,75;76,75;55,96;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A544C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;1;76,75;76,75;55,96;3;04-M/21-00439;01/04-M/21-00485;22-04-2021;9:49:19;22-04-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A621C
PHO 2112;Rack mural Phasak Pro 12U  600x450 negro;0;1;76,75;76,75;55,96;3;04-M/21-00554;01/04-M/21-00486;22-04-2021;9:50:37;31-05-2021;18;;4;No;AWMS-6412;;8;NPVM;PED2021A621C
PHO 2115;Rack mural Phasak Pro 15U  600x450 negro;0;2;88,48;176,96;61,78;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6415;;8;NPVM;PED2021A152C
PHO 2115;Armario rack mural Phasak Pro 15U  600x450 negro;0;2;88,48;176,96;65,77;3;04-M/21-00369;01/04-M/21-00411;5-04-2021;12:04:42;5-04-2021;18;;4;No;AWMS-6415;;8;NPVM;PED2021A510C
PHO 2118;Rack mural Phasak Pro 18U  600x450 negro;0;1;98,88;98,88;69,07;3;04-M/21-00081;01/04-M/21-00077;21-01-2021;16:53:36;21-01-2021;18;;4;No;AWMS-6418;;8;NPVM;PED2020A1853C
PHO 2118;Rack mural Phasak Pro 18U  600x450 negro;0;1;98,88;98,88;68,24;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;AWMS-6418;;8;NPVM;PED2021A199C
PHO 2118;Rack mural Phasak Pro 18U  600x450 negro;0;2;98,88;197,76;68,24;3;04-M/21-00484;01/04-M/21-00538;4-05-2021;16:52:41;4-05-2021;18;;4;No;AWMS-6418;;8;NPVM;PED2021A664C
PHO 3109;Rack mural Phasak Pro  9U  600x600 negro;0;2;86,79;173,58;60,26;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6609;;8;NPVM;PED2021A152C
PHO 3109;Rack mural Phasak Pro  9U  600x600 negro;0;1;86,79;86,79;60,26;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;AWMS-6609;;8;NPVM;PED2021A199C
PHO 3109;Rack mural Phasak Pro  9U  600x600 negro;0;1;86,79;86,79;60,26;3;04-M/21-00216;01/04-M/21-00246;23-02-2021;11:14:07;23-02-2021;18;;4;No;AWMS-6609;;8;NPVM;PED2021A268C
PHO 3109;Rack mural Phasak Pro  9U  600x600 negro;0;2;86,79;173,58;60,26;3;04-M/21-00250;01/04-M/21-00277;1-03-2021;17:16:16;1-03-2021;18;;4;No;AWMS-6609;;8;NPVM;PED2021A345C
PHO 3112;Rack mural Phasak Pro 12U  600x600 negro;0;2;91,85;183,70;64,27;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6612;;8;NPVM;PED2021A152C
PHO 3112;Rack mural Phasak Pro 12U  600x600 negro;0;2;91,85;183,70;64,27;3;04-M/21-00133;01/04-M/21-00145;3-02-2021;9:54:58;3-02-2021;18;;4;No;AWMS-6612;;8;NPVM;PED2021A2606
PHO 3112;Armario rack mural Phasak Pro 12U  600x600 negro;0;1;91,85;91,85;68,86;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;AWMS-6612;;8;NPVM;PED2021A544C
PHO 3112;Armario rack mural Phasak Pro 12U  600x600 negro;0;2;91,85;183,70;68,86;3;04-M/21-00422;01/04-M/21-00475;19-04-2021;13:26:24;19-04-2021;18;;4;No;AWMS-6612;;8;NPVM;PED2021A518C
PHO 3115;Rack mural Phasak Pro 15U  600x600 negro;0;2;103,54;207,08;72,53;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6615;;8;NPVM;PED2021A152C
PHO 3115;Armario rack mural 19" Phasak Pro 15U  600x600 negro;0;2;103,54;207,08;77,16;3;04-M/21-00490;01/04-M/21-00544;6-05-2021;18:56:05;7-05-2021;18;;4;No;AWMS-6615;;8;NPVM;PED2021A697C
PHO 3118;Rack mural Phasak Pro 18U  600x600 negro;0;2;112,67;225,34;80,09;3;04-M/21-00132;01/04-M/21-00144;3-02-2021;9:53:04;3-02-2021;18;;4;No;AWMS-6618;;8;NPVM;PED2021A152C
PHO 3118;Rack mural Phasak Pro 18U  600x600 negro;0;1;112,67;112,67;80,09;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;AWMS-6618;;8;NPVM;PED2021A199C
PHO 3118;Rack mural Phasak Pro 18U  600x600 negro;0;4;112,67;450,68;80,09;3;04-M/21-00337;01/04-M/21-00387;24-03-2021;11:03:30;24-03-2021;18;;4;No;AWMS-6618;;8;NPVM;PED2021A7131
PHO 4020;Cerradura para puerta lateral de rack;0;2;1,12;2,24;0,52;3;04-M/21-00133;01/04-M/21-00145;3-02-2021;9:54:58;3-02-2021;18;;4;No;JGJ0002;;8;NPVM;PED2021A2606
PHO 4020;Cerradura para puerta lateral de rack;0;2;1,12;2,24;0,52;3;04-M/21-00171;01/04-M/21-00189;11-02-2021;10:34:03;11-02-2021;18;;4;No;JGJ0002;;8;NPVM;PED2021A199C
PHO 5003;Panel frontal ciego 19" 3U negro;0;3;3,64;10,92;1,66;3;04-M/21-00317;01/04-M/21-00359;17-03-2021;17:00:44;17-03-2021;18;;4;No;CCP1121;;8;NPVM;PED2021A383C
PHO 5062;bandeja 1U telescópica para rack Phasak 600 negra;0;3;13,56;40,68;8,12;3;04-M/21-00369;01/04-M/21-00411;5-04-2021;12:04:42;5-04-2021;18;;4;No;BCP0095;;8;NPVM;PED2021A510C
PHO 5092;Bandeja 1U telescopica para rack Phasak 1000 negra;0;1;29,86;29,86;17,28;3;04-M/22-00167;01/04-M/22-00200;21-03-2022;18:31:02;22-03-2022;18;;4;No;BCP0096;;8;NPVM;PED2022A435C
PHO 5092;Bandeja 1U telescópica para rack Phasak 1000 negra;0;2;28,06;56,12;17,28;3;04-M/22-00580;01/04-M/22-00651;22-08-2022;16:11:08;23-08-2022;18;;4;No;BCP0096;;8;NPVM;PED2022A1165C
PHO 5210;Bandeja 1U fija para rack Phasak 1000 negra;0;1;15,80;15,80;9,14;3;04-M/21-00599;01/04-M/21-00674;15-06-2021;16:38:02;15-06-2021;18;;4;No;;;8;NPVM;PED2021A13663
PHO 5210;Bandeja 1U fija para rack Phasak 1000 negra;0;1;15,80;15,80;9,50;3;04-M/22-00239;01/04-M/22-00275;18-04-2022;9:22:39;18-04-2022;18;;4;No;;;8;NPVM;PED2022A498C
PHO 5210;Bandeja 1U fija para rack Phasak 1000 negra;0;2;15,80;31,60;9,50;3;04-M/22-00282;01/04-M/22-00321;4-05-2022;16:45:06;5-05-2022;18;;4;No;;;8;NPVM;PED2022A498C
PHO 5260;Bandeja fija 1U para rack Phasak  600 negra;0;6;7,40;44,40;4,19;3;04-M/20-00985;01/04-M/20-01081;3-11-2020;11:18:22;3-11-2020;18;;4;No;CCP0029;;8;NPVM;PED2020A1619C
PHO 6122;Rack 19" Phasak Pro 22U 600x1000 negro;0;1;329,92;329,92;167,97;3;04-M/21-00081;01/04-M/21-00077;21-01-2021;16:53:36;21-01-2021;18;;4;No;AS-6022;;8;NPVM;PED2020A1853C
PHO 6132;Armario rack 19" Phasak Pro 32U 600x1000 negro;0;1;364,39;364,39;204,20;3;04-M/21-00034;01/04-M/21-00045;14-01-2021;9:51:57;14-01-2021;18;;4;No;AS-6032;;8;NPVM;PED2021A606
PHO 6132;Armario rack 19" Phasak Pro 32U 600x1000 negro;0;1;364,39;364,39;204,20;3;04-M/21-00599;01/04-M/21-00674;15-06-2021;16:38:02;15-06-2021;18;;4;No;AS-6032;;8;NPVM;PED2021A13663
PHO 6142;Rack 19" Phasak Pro 42U 600x1000 negro;0;1;413,17;413,17;262,45;3;04-M/21-00369;01/04-M/21-00411;5-04-2021;12:04:42;5-04-2021;18;;4;No;AS-6042;;8;NPVM;PED2021A510C
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;183,00;183,00;122,33;3;04-M/20-00731;01/04-M/20-00786;10-08-2020;15:28:31;17-08-2020;18;;4;No;AS-6618;;8;NPVM;PED2020A1021C
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;183,00;183,00;114,93;3;04-M/20-00979;01/04-M/20-01071;30-10-2020;10:02:43;30-10-2020;18;;4;No;AS-6618;;8;NPVM;PED2020A1557C
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;183,00;183,00;114,93;3;04-M/20-01055;01/04-M/20-01166;18-11-2020;8:58:56;18-11-2020;18;;4;No;AS-6618;;8;NPVM;PED2020A1685C
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;221,36;221,36;137,90;3;04-M/21-00377;01/04-M/21-00421;7-04-2021;10:25:29;7-04-2021;18;;4;No;AS-6618;;8;NPVM;PED2021A8032
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;221,36;221,36;137,90;3;04-M/21-00439;01/04-M/21-00485;22-04-2021;9:49:19;22-04-2021;18;;4;No;AS-6618;;8;NPVM;PED2021A621C
PHO 6618;Armario rack 19" Phasak Pro 18U 600x600 negro;0;1;221,36;221,36;137,90;3;04-M/21-00554;01/04-M/21-00486;22-04-2021;9:50:37;31-05-2021;18;;4;No;AS-6618;;8;NPVM;PED2021A621C
PHO 6622;Armario rack 19" Phasak Pro 22U 600x 600 negro 2band,ventilaciónx2,reglet,ruedas;0;2;194,45;388,90;130,90;3;04-M/20-00985;01/04-M/20-01081;3-11-2020;11:18:22;3-11-2020;18;;4;No;AS-6622;;8;NPVM;PED2020A1619C
PHO 6622;Armario rack 19" Phasak Pro 22U 600x 600 negro 2band,ventilaciónx2,reglet,ruedas;0;1;194,45;194,45;130,90;3;04-M/20-01028;01/04-M/20-01130;11-11-2020;17:11:38;11-11-2020;18;;4;No;AS-6622;;8;NPVM;PED2020A1664C
PHO 6622;Armario rack 19" Phasak Pro 22U 600x 600 negro 2band,ventilaciónx2,reglet,ruedas;0;1;194,45;194,45;130,90;3;04-M/20-01163;01/04-M/20-01285;15-12-2020;17:22:05;15-12-2020;18;;4;No;AS-6622;;8;NPVM;PED2020A1825C
PHO 6622;Armario rack 19" Phasak Pro 22U 600x 600 negro 2band,ventilaciónx2,reglet,ruedas;0;1;217,78;217,78;145,61;3;04-M/21-00405;01/04-M/21-00450;14-04-2021;10:19:52;14-04-2021;18;;4;No;AS-6622;;8;NPVM;PED2021A544C
PHO 6627;Rack 19" Phasak Pro 27U 600x 600 negro;0;1;278,21;278,21;157,18;3;04-M/21-00086;01/04-M/21-00082;22-01-2021;17:17:59;22-01-2021;18;;4;No;AS-6627;;8;NPVM;PED2021A122C
