Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;2-Dic-2019;1;230.8500;01/04-M/19-01408;1408;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;4-Dic-2019;1;230.8500;01/04-M/19-01425;1425;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;10-Dic-2019;1;230.8500;01/04-M/19-01440;1440;18;57123;KILOVATIO GALICIA
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;10-Dic-2019;1;269.3500;01/03-N/19-05149;5149;1;34933;APLICACIONES INFORMATICAS DE AEVIGO S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;16-Dic-2019;1;269.3500;01/03-N/19-05226;5226;1;27033;ARGIKI ILUMINACION, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-Dic-2019;2;230.8500;01/04-M/19-01490;1490;18;57123;KILOVATIO GALICIA
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;26-Dic-2019;1;230.8500;01/04-M/19-01500;1500;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Ene-2020;2;215.5000;01/04-M/20-00099;99;18;57160;DIELTRON ELECTRONICA S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Ene-2020;1;269.3500;01/03-N/20-00334;334;1;34537;COALLA ASESORIA INFORMATICA, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;29-Ene-2020;2;269.3500;01/03-N/20-00294;294;1;24673;LABEL ORDENADORES Y SERVICIOS, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;16-Mar-2020;1;230.8500;01/04-M/20-00344;344;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;14-Abr-2020;1;269.3500;01/08-N/20-00409;409;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;21-Abr-2020;1;269.3500;01/08-N/20-01170;1170;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;21-Abr-2020;0;269.3500;01/08-N/20-01170;1170;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Abr-2020;1;230.8500;01/04-N/20-00042;42;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;24-Abr-2020;1;224.4500;01/04-M/20-00418;418;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Abr-2020;1;160.9300;01/08-IE/20-00023;23;44;24256;MEDIO INFORMÁTICO, LDA
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-May-2020;1;309.9200;01/04-A/20-00176;176;;57643;AMAZON SERVICES SARL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;21-May-2020;1;215.5000;01/04-N/20-00055;55;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;22-May-2020;2;230.8500;01/04-M/20-00476;476;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;3-Jun-2020;1;309.9200;01/09-N/20-00010;10;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;3-Jun-2020;1;314.0500;01/09-PM/20-00085;85;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;15-Jun-2020;2;276.8600;01/09-PM/20-00144;144;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;26-Jun-2020;1;304.5100;01/09-PM/20-00176;176;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;17-Jul-2020;1;230.8500;01/04-N/20-00083;83;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Jul-2020;1;269.3500;01/08-N/20-02718;2718;1;20403;MKZ SOLUCIONES DE INGENIERIA, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;20-Ago-2020;1;269.3500;01/08-N/20-02947;2947;1;57345;INSTALACIONES ELECTRICAS RAMSAN S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;2-Sep-2020;1;269.3500;01/08-N/20-03133;3133;1;57345;INSTALACIONES ELECTRICAS RAMSAN S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;7-Sep-2020;1;230.8500;01/04-N/20-00102;102;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Sep-2020;2;230.8500;01/04-N/20-00118;118;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Sep-2020;1;230.8500;01/04-M/20-00927;927;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Sep-2020;1;230.8500;01/04-N/20-00123;123;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Oct-2020;1;215.5000;01/04-M/20-01048;1048;18;57160;DIELTRON ELECTRONICA S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Nov-2020;1;269.3500;01/08-N/20-04392;4392;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;9-Nov-2020;1;269.3500;01/08-N/20-04493;4493;1;15426;TAGG VALLES S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;17-Nov-2020;2;230.8500;01/04-M/20-01162;1162;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;17-Nov-2020;1;230.8500;01/04-N/20-00154;154;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-Nov-2020;1;269.3500;01/08-N/20-04740;4740;1;57067;CECILIA CRESPILLO NUÑEZ
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Nov-2020;1;269.3500;01/08-N/20-04908;4908;1;39413;NEW DATA SIL, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Nov-2020;1;269.3500;01/08-N/20-04920;4920;1;15426;TAGG VALLES S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;3-Dic-2020;1;230.8500;01/04-M/20-01239;1239;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;15-Dic-2020;2;215.5000;01/04-M/20-01285;1285;18;57160;DIELTRON ELECTRONICA S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;18-Dic-2020;1;304.5100;01/09-PM/20-00874;874;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;21-Dic-2020;1;269.3500;01/08-N/20-05305;5305;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Dic-2020;4;230.8500;01/04-M/20-01302;1302;18;20466;GLOBOMATIK INFORMATICA, SL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Dic-2020;1;230.8500;01/04-M/20-01305;1305;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Dic-2020;1;304.5100;01/09-PM/20-00911;911;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;4-Ene-2021;1;325.8100;01/09-PM/21-00012;12;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Ene-2021;1;325.8100;01/08-N/21-00410;410;1;57909;JOSE  MANUEL SALANOVA CALVO
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;8-Feb-2021;1;279.2400;01/04-M/21-00167;167;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;10-Feb-2021;1;279.2400;01/04-M/21-00179;179;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;18-Feb-2021;1;279.2400;01/04-M/21-00211;211;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;23-Feb-2021;2;279.2400;01/04-M/21-00248;248;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;24-Feb-2021;1;279.2400;01/04-M/21-00255;255;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;24-Feb-2021;1;325.8100;01/08-N/21-00995;995;1;37650;MADINFOR, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;25-Feb-2021;1;299.0000;01/08-N/21-01030;1030;1;25658;ELECTROSON GALICIA S.A.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Mar-2021;1;325.8100;01/08-N/21-01255;1255;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;24-Mar-2021;1;299.0000;01/08-N/21-01448;1448;1;25658;ELECTROSON GALICIA S.A.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;31-Mar-2021;1;300.7100;01/08-N/21-01518;1518;1;55439;ELEKO TECNOLOGIA E INNOVACION, SL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;31-Mar-2021;2;325.8100;01/08-N/21-01541;1541;1;27033;ARGIKI ILUMINACION, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Abr-2021;1;260.6700;01/04-M/21-00411;411;18;57160;DIELTRON ELECTRONICA S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;7-Abr-2021;1;260.6700;01/04-M/21-00421;421;18;57160;DIELTRON ELECTRONICA S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Abr-2021;1;260.6700;01/04-N/21-00071;71;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;14-Abr-2021;7;279.2400;01/04-M/21-00458;458;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;22-Abr-2021;0;279.2400;01/04-M/21-00473;473;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;22-Abr-2021;0;279.2400;01/04-M/21-00473;473;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Abr-2021;1;279.2400;01/04-M/21-00507;507;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Abr-2021;1;149.1500;01/08-IE/21-00050;50;44;24256;MEDIO INFORMÁTICO, LDA
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Abr-2021;2;149.1500;01/08-IE/21-00050;50;44;24256;MEDIO INFORMÁTICO, LDA
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Ago-2021;1;390.9300;01/04-M/21-00756;756;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;6-Ago-2021;1;364.9400;01/04-N/21-00141;141;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;20-Ago-2021;1;456.1300;01/08-N/21-03517;3517;1;52254;VIMAR SERVICIOS GLOBALES, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;15-Sep-2021;1;240.1500;01/04-N/21-00161;161;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;1-Oct-2021;1;261.0300;01/08-N/21-04160;4160;1;31202;CAB. ORDENADORES S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;6-Oct-2021;1;240.1500;01/04-N/21-00175;175;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;13-Oct-2021;1;290.9100;01/09-PM/21-00964;964;45;66761;CLIENTE FACTURA SIMPLIFICADA PHONE HOUSE
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Oct-2021;1;274.3400;01/08-N/21-04516;4516;1;34648;ARATECNIA SISTEMAS Y SERVICIOS S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;3-Nov-2021;1;274.3400;01/08-N/21-04599;4599;1;27993;MAQUINAS COMPUTERIZADAS DE BINGO, S.A.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Nov-2021;1;252.3900;01/08-M/21-00029;29;18;23167;X-NET, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;16-Nov-2021;2;252.3900;01/04-N/21-00219;219;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;22-Nov-2021;1;252.3900;01/04-M/21-00993;993;18;50408;CENTRAL LOGISTICA INFORMATICA, CB
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Nov-2021;1;304.9600;01/09-PM/21-01348;1348;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;30-Nov-2021;1;304.9600;01/09-PM/21-01346;1346;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;14-Dic-2021;2;264.7700;01/04-N/21-00239;239;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;17-Dic-2021;1;319.8300;01/09-PM/21-01486;1486;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;10-Ene-2022;1;274.7400;01/08-N/22-00049;49;1;67459;MECANISMOS AUTOMATICOS INDUSTRIALES S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Ene-2022;0;304.9600;01/09-PM/22-00074;74;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Ene-2022;1;304.9600;01/09-S/22-00009;9;38;67598;ASISTENCIA DENTAL ESPECIALIZADA SAU
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Ene-2022;0;304.9600;01/09-PM/22-00075;75;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;12-Ene-2022;1;304.9600;01/09-S/22-00010;10;38;67598;ASISTENCIA DENTAL ESPECIALIZADA SAU
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;18-Ene-2022;1;301.4900;01/08-N/22-00188;188;1;46582;EUROELECTRICAS ALTEA, SL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;25-Ene-2022;1;195.0000;01/04-M/22-00041;41;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;15-Feb-2022;1;338.0200;01/09-PM/22-00279;279;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;24-Feb-2022;1;301.4900;01/08-N/22-00780;780;1;57345;INSTALACIONES ELECTRICAS RAMSAN S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;9-Mar-2022;1;277.3700;01/04-M/22-00171;171;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Mar-2022;1;289.0000;01/08-N/22-01293;1293;1;20539;INFOSUR INFORMATICA, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;4-Abr-2022;0;338.0200;01/09-PM/22-00547;547;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;4-Abr-2022;1;338.0200;01/09-S/22-00058;58;38;67769;CARLOS RUBIO CONDADO
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Abr-2022;1;277.3700;01/04-M/22-00250;250;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Abr-2022;1;277.4100;01/08-M/22-00018;18;18;23167;X-NET, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-May-2022;1;277.4100;01/04-M/22-00368;368;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;13-Jun-2022;1;321.7900;01/08-N/22-02478;2478;1;52168;KOOBIS SERVICIOS INFORMATICOS S.L
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;21-Jun-2022;1;298.0000;01/08-N/22-02616;2616;1;65615;GIGATEK 2020 CONSULTORIA SLL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;5-Jul-2022;3;296.0500;01/04-M/22-00525;525;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-Jul-2022;1;317.6200;01/08-N/22-03044;3044;1;46582;EUROELECTRICAS ALTEA, SL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Jul-2022;1;292.2100;01/04-M/22-00593;593;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;27-Jul-2022;2;292.2100;01/08-M/22-00034;34;18;23167;X-NET, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;9-Ago-2022;1;317.6200;01/08-N/22-03285;3285;1;58981;SYSONE  S.L.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;11-Ago-2022;1;317.6200;01/08-N/22-03313;3313;1;46325;INFORMATICA SAYAGO, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;19-Sep-2022;1;292.2100;01/04-M/22-00716;716;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;10-Oct-2022;1;292.2100;01/04-M/22-00770;770;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;3-Nov-2022;1;317.6200;01/08-N/22-04459;4459;1;10798;COMPUTEL IDS GROUP S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;7-Nov-2022;1;292.2100;01/08-M/22-00046;46;18;23167;X-NET, S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;28-Nov-2022;1;358.0200;01/09-PM/22-02063;2063;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;29-Nov-2022;1;358.0200;01/09-S/22-00835;835;38;68865;LOPEZ & LOPEZ ADMINISTRADORES DE FINCAS SL
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;29-Nov-2022;1;193.7600;;;;67910;MORINGA PARTNERS S.L.
PH 7631;S.A.I. Phasak PROTEKT 3160VA Interactive Pure Sinewave;29-Nov-2022;1;317.6200;01/08-N/22-04881;4881;1;28191;ALMACEN INDUSTRIAL DE ENERGIA, S.L.
PH 9222;Bateria suplementar (12bat9Amp) para PH 9220;30-May-2018;4;344.8000;01/04-M/18-00400;400;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8022;Banco para Baterías (x12 baterias de 12v-9Ah) para PH 8020;23-Nov-2020;1;155.0000;01/04-M/20-01182;1182;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8022;Banco para Baterías solo carcasa (x12 baterias de 12v-9Ah) para PH 8020;7-Abr-2022;1;371.9500;01/04-M/22-00262;262;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8022;Banco para Baterías solo carcasa (x12 baterias de 12v-9Ah) para PH 8020;23-Jun-2022;1;172.7500;01/08-N/22-02643;2643;1;61994;SOLUCIONES INDELSUR, S.L.
PH 8022;Banco para Baterías solo carcasa (x12 baterias de 12v-9Ah) para PH 8020;1-Ago-2022;1;392.0000;01/04-M/22-00573;573;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;12-Sep-2019;9;100.6500;01/03-N/19-03598;3598;1;47709;ALAVA INGENIEROS TELECOM SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;26-Dic-2019;1;92.9000;01/04-M/19-01285;1285;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;2-Ene-2020;10;85.5000;01/03-N/19-05216;5216;1;39532;VISTALEGRE SOLUTIONS, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;7-Ene-2020;1;100.6500;01/03-N/19-03699;3699;1;47709;ALAVA INGENIEROS TELECOM SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;7-Ene-2020;2;92.9000;01/08-N/20-00003;3;1;65109;MARIA JOSE JIMENEZ BERMUDEZ
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;18-Feb-2020;15;100.6500;01/03-N/20-00344;344;1;47709;ALAVA INGENIEROS TELECOM SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;12-Jun-2020;1;95.0000;01/08-N/20-01847;1847;1;58177;BEAT IT SOLUTIONS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;19-Jun-2020;1;100.6500;01/08-N/20-01870;1870;1;55365;ALIPABLO S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;17-Ago-2020;2;92.9000;01/04-N/20-00094;94;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;18-Ago-2020;2;109.8000;01/08-N/20-02917;2917;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;2-Oct-2020;1;92.9000;01/04-M/20-00943;943;18;20466;GLOBOMATIK INFORMATICA, SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;8-Oct-2020;1;95.0000;01/08-N/20-03737;3737;1;58177;BEAT IT SOLUTIONS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;28-Oct-2020;2;92.9000;01/04-M/20-01058;1058;18;20466;GLOBOMATIK INFORMATICA, SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;22-Dic-2020;2;92.9000;01/04-N/20-00170;170;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;4-Ene-2021;1;109.8000;01/08-N/21-00003;3;1;64237;M HARD SOLUCIONES EN SISTEMAS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;12-Ene-2021;1;92.9000;01/08-N/20-05371;5371;1;30860;RADIO RHIN S.A.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;15-Ene-2021;1;122.9800;01/08-N/21-00082;82;1;57691;MILLORSERVEI COMUNICACIONS S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;20-Ene-2021;1;112.7300;01/08-N/21-00267;267;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;19-Feb-2021;1;99.0000;01/08-N/21-00822;822;1;57691;MILLORSERVEI COMUNICACIONS S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;12-Mar-2021;1;83.9000;01/04-M/21-00340;340;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;11-May-2021;1;122.9800;01/08-N/21-02186;2186;1;15827;SILME S.A
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;11-May-2021;10;100.6500;01/08-N/21-01962;1962;1;47709;ALAVA INGENIEROS TELECOM SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;11-Jun-2021;6;157.8200;01/08-N/21-02710;2710;1;64380;INSTALACIONES SMART SPAIN S.L.
